bus appr real min max
 7.40000000e+01 9.34202723e-01 8.97122108e-01 8.15856033e-01 1.05254941e+00
 7.50000000e+01 9.34202723e-01 8.97122108e-01 7.90829785e-01 1.07757566e+00
 7.60000000e+01 9.34202723e-01 8.97122108e-01 8.50067492e-01 1.01833795e+00
 7.70000000e+01 9.34202723e-01 8.97122108e-01 8.41326170e-01 1.02707928e+00
 7.80000000e+01 9.34202723e-01 8.97122108e-01 8.39140839e-01 1.02926461e+00
 7.90000000e+01 9.34202723e-01 8.97122108e-01 8.34223845e-01 1.03418160e+00
 8.00000000e+01 9.34202723e-01 8.97122108e-01 8.28760518e-01 1.03964493e+00
 8.10000000e+01 9.34202723e-01 8.97122108e-01 8.18380197e-01 1.05002525e+00
 8.20000000e+01 9.34202723e-01 8.97122108e-01 8.12916871e-01 1.05548857e+00
 8.30000000e+01 9.34202723e-01 8.97122108e-01 8.07453544e-01 1.06095190e+00
 8.40000000e+01 9.34202723e-01 8.97122108e-01 7.76827709e-01 1.09157774e+00
 8.50000000e+01 9.34202723e-01 8.97122108e-01 7.47215211e-01 1.12119023e+00
 8.60000000e+01 9.34202723e-01 8.97122108e-01 8.34770177e-01 1.03363527e+00
 8.70000000e+01 9.34202723e-01 8.97122108e-01 8.24936189e-01 1.04346926e+00
 8.80000000e+01 9.34202723e-01 8.97122108e-01 8.14248963e-01 1.05415648e+00
 8.90000000e+01 9.34202723e-01 8.97122108e-01 8.18926530e-01 1.04947892e+00
 9.00000000e+01 9.34202723e-01 8.97122108e-01 8.05174745e-01 1.06323070e+00
 9.10000000e+01 9.34202723e-01 8.97122108e-01 8.14009536e-01 1.05439591e+00
 9.20000000e+01 9.34202723e-01 8.97122108e-01 7.95651988e-01 1.07275346e+00
 9.30000000e+01 9.34202723e-01 8.97122108e-01 8.09092542e-01 1.05931290e+00
 9.40000000e+01 9.34202723e-01 8.97122108e-01 7.92275602e-01 1.07612984e+00
 9.50000000e+01 9.34202723e-01 8.97122108e-01 8.02536550e-01 1.06586890e+00
 9.60000000e+01 9.34202723e-01 8.97122108e-01 7.90324954e-01 1.07808049e+00
 9.70000000e+01 9.29427189e-01 8.89637641e-01 8.50208952e-01 1.00864543e+00
 9.80000000e+01 9.29427189e-01 8.89637641e-01 8.44199293e-01 1.01465508e+00
 9.90000000e+01 9.29427189e-01 8.89637641e-01 8.32179974e-01 1.02667440e+00
 1.00000000e+02 9.29427189e-01 8.89637641e-01 8.25623982e-01 1.03323040e+00
 1.01000000e+02 9.24666314e-01 8.82174437e-01 8.39984751e-01 1.00934788e+00
 1.02000000e+02 9.24666314e-01 8.82174437e-01 8.26211924e-01 1.02312070e+00
 1.03000000e+02 9.24666314e-01 8.82174437e-01 8.06093844e-01 1.04323878e+00
 1.04000000e+02 9.24666314e-01 8.82174437e-01 7.62293435e-01 1.08703919e+00
 1.05000000e+02 9.19446555e-01 8.73990121e-01 8.28755332e-01 1.01013778e+00
 1.06000000e+02 9.19446555e-01 8.73990121e-01 8.14987611e-01 1.02390550e+00
 1.07000000e+02 9.19446555e-01 8.73990121e-01 7.79310732e-01 1.05958238e+00
 1.08000000e+02 9.13301395e-01 8.64352794e-01 8.15507847e-01 1.01109494e+00
 1.09000000e+02 8.84000662e-01 8.20517330e-01 7.58560154e-01 1.00944117e+00
 1.10000000e+02 8.64556182e-01 7.91384893e-01 7.20473958e-01 1.00863841e+00
 1.11000000e+02 8.64556182e-01 7.91384893e-01 6.84488711e-01 1.04462365e+00
 1.12000000e+02 8.56476808e-01 7.79270262e-01 7.04595264e-01 1.00835835e+00
 1.13000000e+02 8.22698698e-01 7.28561609e-01 6.37920714e-01 1.00747668e+00
 1.14000000e+02 8.01923951e-01 6.97329304e-01 5.96702333e-01 1.00714557e+00
